id,name,city,country,IATA,ICAO,lat,long,altitude,timezone,dst,tzinfo,type,source
2573,"Belém/Brigadeiro Protásio de Oliveira Airport","Belem","Brazil",\N,"SBJC",-1.4141600132,-48.4607009888,52,-3,"S","America/Belem","airport","OurAirports"
2574,"Francisco de Assis Airport","Juiz De Fora","Brazil","JDF","SBJF",-21.791500091552734,-43.38679885864258,2989,-3,"S","America/Sao_Paulo","airport","OurAirports"
2575,"Presidente Castro Pinto International Airport","Joao Pessoa","Brazil","JPA","SBJP",-7.145833015440001,-34.9486122131,217,-3,"S","America/Fortaleza","airport","OurAirports"
2576,"Lauro Carneiro de Loyola Airport","Joinville","Brazil","JOI","SBJV",-26.22450065612793,-48.797401428222656,15,-3,"S","America/Sao_Paulo","airport","OurAirports"
2577,"Presidente João Suassuna Airport","Campina Grande","Brazil","CPV","SBKG",-7.26992,-35.8964,1646,-3,"S","America/Fortaleza","airport","OurAirports"
2578,"Viracopos International Airport","Campinas","Brazil","VCP","SBKP",-23.0074005127,-47.1344985962,2170,-3,"S","America/Sao_Paulo","airport","OurAirports"
2579,"Lages Airport","Lajes","Brazil","LAJ","SBLJ",-27.782100677499997,-50.28150177,3065,-3,"S","America/Sao_Paulo","airport","OurAirports"
2580,"Lins Airport","Lins","Brazil","LIP","SBLN",-21.663999557495,-49.730499267578,1559,-3,"S","America/Sao_Paulo","airport","OurAirports"
2581,"Governador José Richa Airport","Londrina","Brazil","LDB","SBLO",-23.333599090599996,-51.1301002502,1867,-3,"S","America/Sao_Paulo","airport","OurAirports"
2582,"Bom Jesus da Lapa Airport","Bom Jesus Da Lapa","Brazil","LAZ","SBLP",-13.2621002197,-43.4081001282,1454,-3,"S","America/Fortaleza","airport","OurAirports"
2583,"Lagoa Santa Airport","Lagoa Santa","Brazil",\N,"SBLS",-19.66160011291504,-43.896400451660156,2795,-3,"S","America/Sao_Paulo","airport","OurAirports"
2584,"João Correa da Rocha Airport","Maraba","Brazil","MAB","SBMA",-5.36858987808,-49.138000488299994,357,-3,"S","America/Belem","airport","OurAirports"
2585,"Monte Dourado Airport","Almeirim","Brazil","MEU","SBMD",-0.889839,-52.6022,677,-3,"S","America/Belem","airport","OurAirports"
2586,"Regional de Maringá - Sílvio Nane Junior Airport","Maringa","Brazil","MGF","SBMG",-23.479444503799996,-52.01222229,1788,-3,"S","America/Sao_Paulo","airport","OurAirports"
2587,"Mário Ribeiro Airport","Montes Claros","Brazil","MOC","SBMK",-16.706899642899998,-43.818901062,2191,-3,"S","America/Sao_Paulo","airport","OurAirports"
2589,"Ponta Pelada Airport","Manaus","Brazil","PLL","SBMN",-3.1460399627685547,-59.98630142211914,267,-4,"S","America/Boa_Vista","airport","OurAirports"
2590,"Zumbi dos Palmares Airport","Maceio","Brazil","MCZ","SBMO",-9.510809898376465,-35.79169845581055,387,-3,"S","America/Fortaleza","airport","OurAirports"
2591,"Alberto Alcolumbre Airport","Macapa","Brazil","MCP","SBMQ",0.0506640002131,-51.0722007751,56,-3,"S","America/Fortaleza","airport","OurAirports"
2592,"Dix-Sept Rosado Airport","Mocord","Brazil","MVF","SBMS",-5.2019200324999995,-37.3642997742,76,-3,"S","America/Fortaleza","airport","OurAirports"
2593,"Campo de Marte Airport","Sao Paulo","Brazil",\N,"SBMT",-23.5090999603,-46.6377983093,2368,-3,"S","America/Sao_Paulo","airport","OurAirports"
2594,"Manicoré Airport","Manicore","Brazil","MNX","SBMY",-5.8113799095154,-61.278301239014,174,-4,"S","America/Boa_Vista","airport","OurAirports"
2595,"Ministro Victor Konder International Airport","Navegantes","Brazil","NVT","SBNF",-26.879999,-48.651402,18,-3,"S","America/Sao_Paulo","airport","OurAirports"
2596,"Santo Ângelo Airport","Santo Angelo","Brazil","GEL","SBNM",-28.2817,-54.169102,1056,-3,"S","America/Sao_Paulo","airport","OurAirports"
2597,"Governador Aluízio Alves International Airport","Natal","Brazil","NAT","SBSG",-5.768056,-35.376111,272,-3,"S","America/Fortaleza","airport","OurAirports"
2598,"Oiapoque Airport","Oioiapoque","Brazil","OYK","SBOI",3.85548996925354,-51.79690170288086,63,-3,"S","America/Fortaleza","airport","OurAirports"
2599,"Salgado Filho Airport","Porto Alegre","Brazil","POA","SBPA",-29.994400024414062,-51.1713981628418,11,-3,"S","America/Sao_Paulo","airport","OurAirports"
2600,"Prefeito Doutor João Silva Filho Airport","Parnaiba","Brazil","PHB","SBPB",-2.89374995232,-41.73199844359999,16,-3,"S","America/Fortaleza","airport","OurAirports"
2601,"Poços de Caldas - Embaixador Walther Moreira Salles Airport","Pocos De Caldas","Brazil","POO","SBPC",-21.843000411987,-46.567901611328,4135,-3,"S","America/Sao_Paulo","airport","OurAirports"
2602,"Lauro Kurtz Airport","Passo Fundo","Brazil","PFB","SBPF",-28.243999,-52.326599,2376,-3,"S","America/Sao_Paulo","airport","OurAirports"
2603,"João Simões Lopes Neto International Airport","Pelotas","Brazil","PET","SBPK",-31.718399,-52.327702,59,-3,"S","America/Sao_Paulo","airport","OurAirports"
2604,"Senador Nilo Coelho Airport","Petrolina","Brazil","PNZ","SBPL",-9.362409591674805,-40.56909942626953,1263,-3,"S","America/Fortaleza","airport","OurAirports"
2605,"Porto Nacional Airport","Porto Nacional","Brazil","PNB","SBPN",-10.719400405883789,-48.39970016479492,870,-3,"S","America/Fortaleza","airport","OurAirports"
2606,"Ponta Porã Airport","Ponta Pora","Brazil","PMG","SBPP",-22.54960060119629,-55.702598571777344,2156,-4,"S","America/Campo_Grande","airport","OurAirports"
2607,"Governador Jorge Teixeira de Oliveira Airport","Porto Velho","Brazil","PVH","SBPV",-8.70928955078125,-63.90230178833008,290,-4,"S","America/Boa_Vista","airport","OurAirports"
2609,"Plácido de Castro Airport","Rio Branco","Brazil","RBR","SBRB",-9.868888854980469,-67.89805603027344,633,-5,"S","America/Rio_Branco","airport","OurAirports"
2610,"Guararapes - Gilberto Freyre International Airport","Recife","Brazil","REC","SBRF",-8.126489639282227,-34.92359924316406,33,-3,"S","America/Fortaleza","airport","OurAirports"
2612,"Santos Dumont Airport","Rio De Janeiro","Brazil","SDU","SBRJ",-22.910499572799996,-43.1631011963,11,-3,"S","America/Sao_Paulo","airport","OurAirports"
2613,"Leite Lopes Airport","Ribeirao Preto","Brazil","RAO","SBRP",-21.136388778686523,-47.776668548583984,1806,-3,"S","America/Sao_Paulo","airport","OurAirports"
2614,"Santa Cruz Air Force Base","Rio De Janeiro","Brazil","SNZ","SBSC",-22.9324,-43.719101,10,-3,"S","America/Sao_Paulo","airport","OurAirports"
2615,"Professor Urbano Ernesto Stumpf Airport","Sao Jose Dos Campos","Brazil","SJK","SBSJ",-23.22920036315918,-45.86149978637695,2120,-3,"S","America/Sao_Paulo","airport","OurAirports"
2616,"Marechal Cunha Machado International Airport","Sao Luis","Brazil","SLZ","SBSL",-2.585360050201416,-44.234100341796875,178,-3,"S","America/Fortaleza","airport","OurAirports"
2618,"Congonhas Airport","Sao Paulo","Brazil","CGH","SBSP",-23.626110076904297,-46.65638732910156,2631,-3,"S","America/Sao_Paulo","airport","OurAirports"
2619,"Prof. Eribelto Manoel Reino State Airport","Sao Jose Do Rio Preto","Brazil","SJP","SBSR",-20.816600799599996,-49.40650177,1784,-3,"S","America/Sao_Paulo","airport","OurAirports"
2620,"Base Aérea de Santos Airport","Santos","Brazil","SSZ","SBST",-23.928056716918945,-46.299720764160156,10,-3,"S","America/Sao_Paulo","airport","OurAirports"
2621,"Deputado Luiz Eduardo Magalhães International Airport","Salvador","Brazil","SSA","SBSV",-12.9086112976,-38.3224983215,64,-3,"S","America/Fortaleza","airport","OurAirports"
2622,"Trombetas Airport","Oriximina","Brazil","TMT","SBTB",-1.489599943161,-56.396800994873,287,-3,"S","America/Belem","airport","OurAirports"
2623,"Senador Petrônio Portela Airport","Teresina","Brazil","THE","SBTE",-5.0599398613,-42.8235015869,219,-3,"S","America/Fortaleza","airport","OurAirports"
2624,"Tefé Airport","Tefe","Brazil","TFF","SBTF",-3.38294005394,-64.7240982056,188,-4,"S","America/Boa_Vista","airport","OurAirports"
2625,"Tarauacá Airport","Tarauaca","Brazil","TRQ","SBTK",-8.1552600860596,-70.783302307129,646,-5,"S","America/Rio_Branco","airport","OurAirports"
2626,"Telêmaco Borba Airport","Telemaco Borba","Brazil","TEC","SBTL",-24.317800521850586,-50.6515998840332,2610,-3,"S","America/Sao_Paulo","airport","OurAirports"
2627,"Tiriós Airport","Obidos Tirios","Brazil",\N,"SBTS",2.22347,-55.946098,1127,-3,"S","America/Belem","airport","OurAirports"
2628,"Tabatinga Airport","Tabatinga","Brazil","TBT","SBTT",-4.2556700706482,-69.93579864502,279,-4,"S","America/Boa_Vista","airport","OurAirports"
2629,"Tucuruí Airport","Tucurui","Brazil","TUR","SBTU",-3.7860100269318,-49.72029876709,830,-3,"S","America/Belem","airport","OurAirports"
2630,"São Gabriel da Cachoeira Airport","Sao Gabriel","Brazil","SJL","SBUA",-0.14835,-66.9855,251,-4,"S","America/Boa_Vista","airport","OurAirports"
2631,"Paulo Afonso Airport","Paulo Alfonso","Brazil","PAV","SBUF",-9.4008798599243,-38.250598907471,883,-3,"S","America/Fortaleza","airport","OurAirports"
2632,"Rubem Berta Airport","Uruguaiana","Brazil","URG","SBUG",-29.7821998596,-57.0382003784,256,-3,"S","America/Sao_Paulo","airport","OurAirports"
2633,"Ten. Cel. Aviador César Bombonato Airport","Uberlandia","Brazil","UDI","SBUL",-18.883612,-48.225277,3094,-3,"S","America/Sao_Paulo","airport","OurAirports"
2635,"Mário de Almeida Franco Airport","Uberaba","Brazil","UBA","SBUR",-19.764722824097,-47.966110229492,2655,-3,"S","America/Sao_Paulo","airport","OurAirports"
2636,"Major Brigadeiro Trompowsky Airport","Varginha","Brazil","VAG","SBVG",-21.5900993347,-45.4733009338,3025,-3,"S","America/Sao_Paulo","airport","OurAirports"
2637,"Brigadeiro Camarão Airport","Vilhena","Brazil","BVH","SBVH",-12.694399833679,-60.098300933838,2018,-4,"S","America/Boa_Vista","airport","OurAirports"
2638,"Eurico de Aguiar Salles Airport","Vitoria","Brazil","VIX","SBVT",-20.258057,-40.286388,11,-3,"S","America/Sao_Paulo","airport","OurAirports"
2639,"Iauaretê Airport","Iauarete","Brazil",\N,"SBYA",0.6075000166893,-69.18579864502,345,-4,"S","America/Boa_Vista","airport","OurAirports"
2640,"Campo Fontenelle Airport","Piracununga","Brazil","QPS","SBYS",-21.984600067138672,-47.334800720214844,1968,-3,"S","America/Sao_Paulo","airport","OurAirports"
2641,"Chacalluta Airport","Arica","Chile","ARI","SCAR",-18.348499,-70.338699,167,-4,"S","America/Santiago","airport","OurAirports"
2642,"Balmaceda Airport","Balmaceda","Chile","BBA","SCBA",-45.916099548339844,-71.68949890136719,1722,-4,"S","America/Santiago","airport","OurAirports"
2643,"El Bosque Airport","Santiago","Chile",\N,"SCBQ",-33.561798095703125,-70.68840026855469,1844,-4,"S","America/Santiago","airport","OurAirports"
2644,"Chile Chico Airport","Chile Chico","Chile","CCH","SCCC",-46.58330154418945,-71.6874008178711,1070,-4,"S","America/Santiago","airport","OurAirports"
2645,"El Loa Airport","Calama","Chile","CJC","SCCF",-22.498199462890625,-68.90360260009766,7543,-4,"S","America/Santiago","airport","OurAirports"
2646,"Gral. Bernardo O´Higgins Airport","Chillan","Chile","YAI","SCCH",-36.58250045776367,-72.03140258789062,495,-4,"S","America/Santiago","airport","OurAirports"
2647,"Pdte. Carlos Ibañez del Campo Airport","Punta Arenas","Chile","PUQ","SCCI",-53.002602,-70.854599,139,-4,"S","America/Santiago","airport","OurAirports"
2648,"Teniente Vidal Airport","Coyhaique","Chile","GXQ","SCCY",-45.594200134277344,-72.1061019897461,1020,-4,"S","America/Santiago","airport","OurAirports"
2649,"Diego Aracena Airport","Iquique","Chile","IQQ","SCDA",-20.535200119018555,-70.1812973022461,155,-4,"S","America/Santiago","airport","OurAirports"
2650,"Comodoro Arturo Merino Benítez International Airport","Santiago","Chile","SCL","SCEL",-33.393001556396484,-70.78579711914062,1555,-4,"S","America/Santiago","airport","OurAirports"
2651,"Andrés Sabella Gálvez International Airport","Antofagasta","Chile","ANF","SCFA",-23.444501,-70.445099,455,-4,"S","America/Santiago","airport","OurAirports"
2652,"Capitan Fuentes Martinez Airport Airport","Porvenir","Chile","WPR","SCFM",-53.253700256347656,-70.31919860839844,104,-4,"S","America/Santiago","airport","OurAirports"
2653,"Futaleufú Airport","Futaleufu","Chile","FFU","SCFT",-43.18920135498047,-71.8510971069336,1148,-4,"S","America/Santiago","airport","OurAirports"
2654,"María Dolores Airport","Los Angeles","Chile","LSQ","SCGE",-37.40169906616211,-72.42539978027344,374,-4,"S","America/Santiago","airport","OurAirports"
2655,"Guardiamarina Zañartu Airport","Puerto Williams","Chile","WPU","SCGZ",-54.93109893798828,-67.62629699707031,88,-4,"S","America/Santiago","airport","OurAirports"
2656,"Carriel Sur Airport","Concepcion","Chile","CCP","SCIE",-36.772701,-73.063103,26,-4,"S","America/Santiago","airport","OurAirports"
2657,"Mataveri Airport","Easter Island","Chile","IPC","SCIP",-27.1648006439,-109.42199707,227,-6,"S","Pacific/Easter","airport","OurAirports"
2658,"Cañal Bajo Carlos - Hott Siebert Airport","Osorno","Chile","ZOS","SCJO",-40.61119842529297,-73.06099700927734,187,-4,"S","America/Santiago","airport","OurAirports"
2659,"Vallenar Airport","Vallenar","Chile","VLR","SCLL",-28.596399307250977,-70.75599670410156,1725,-4,"S","America/Santiago","airport","OurAirports"
2660,"De La Independencia Airport","Rancagua","Chile","QRC","SCRG",-34.17369842529297,-70.77570343017578,1446,-4,"S","America/Santiago","airport","OurAirports"
2661,"Teniente Rodolfo Marsh Martin Base","Isla Rey Jorge","Antarctica","TNM","SCRM",-62.1907997131,-58.9866981506,147,12,"U","Antarctica/South_Pole","airport","OurAirports"
2662,"La Florida Airport","La Serena","Chile","LSC","SCSE",-29.916201,-71.199501,481,-4,"S","America/Santiago","airport","OurAirports"
2663,"Eulogio Sánchez Airport","Santiago","Chile",\N,"SCTB",-33.456298828125,-70.54669952392578,2129,-4,"S","America/Santiago","airport","OurAirports"
2664,"Maquehue Airport","Temuco","Chile","PZS","SCTC",-38.766799926758,-72.637100219727,304,-4,"S","America/Santiago","airport","OurAirports"
2665,"El Tepual Airport","Puerto Montt","Chile","PMC","SCTE",-41.438899993896484,-73.09400177001953,294,-4,"S","America/Santiago","airport","OurAirports"
2666,"Chaitén Airport","Chaiten","Chile","WCH","SCTN",-42.93280029296875,-72.6990966796875,13,-4,"S","America/Santiago","airport","OurAirports"
2667,"Pichoy Airport","Valdivia","Chile","ZAL","SCVD",-39.6500015259,-73.0860977173,59,-4,"S","America/Santiago","airport","OurAirports"
2668,"Chachoán Airport","Ambato","Ecuador","ATF","SEAM",-1.2120699882507324,-78.57460021972656,8502,-5,"U","America/Guayaquil","airport","OurAirports"
2669,"Hacienda Clementina Airport","Clementia","Ecuador",\N,"SECM",-1.7062699794769287,-79.37889862060547,328,-5,"U","America/Guayaquil","airport","OurAirports"
2670,"Francisco De Orellana Airport","Coca","Ecuador","OCC","SECO",-0.4628860056400299,-76.98680114746094,834,-5,"U","America/Guayaquil","airport","OurAirports"
2671,"Mariscal Lamar Airport","Cuenca","Ecuador","CUE","SECU",-2.88947,-78.984398,8306,-5,"U","America/Guayaquil","airport","OurAirports"
2672,"Seymour Airport","Galapagos","Ecuador","GPS","SEGS",-0.45375800132751465,-90.26589965820312,207,-6,"U","Pacific/Galapagos","airport","OurAirports"
2673,"José Joaquín de Olmedo International Airport","Guayaquil","Ecuador","GYE","SEGU",-2.1574199199699997,-79.88359832760001,19,-5,"U","America/Guayaquil","airport","OurAirports"
2674,"Gualaquiza Airport","Gualaquiza","Ecuador",\N,"SEGZ",-3.4232099056243896,-78.56700134277344,2640,-5,"U","America/Guayaquil","airport","OurAirports"
2675,"Atahualpa Airport","Ibarra","Ecuador",\N,"SEIB",0.33841899037361145,-78.13639831542969,7304,-5,"U","America/Guayaquil","airport","OurAirports"
2676,"Km 192 Airport","Km-192","Ecuador",\N,"SEKK",0.18420299887657166,-79.39199829101562,1247,-5,"U","America/Guayaquil","airport","OurAirports"
2677,"Hacienda La Julia Airport","La Julia","Ecuador",\N,"SELJ",-1.7043800354003906,-79.55229949951172,50,-5,"U","America/Guayaquil","airport","OurAirports"
2678,"Cotopaxi International Airport","Latacunga","Ecuador","LTX","SELT",-0.906833,-78.615799,9205,-5,"U","America/Guayaquil","airport","OurAirports"
2679,"Jose Maria Velasco Ibarra Airport","Macara","Ecuador","MRR","SEMA",-4.37823009491,-79.94100189210002,1508,-5,"U","America/Guayaquil","airport","OurAirports"
2680,"Coronel E Carvajal Airport","Macas","Ecuador","XMS","SEMC",-2.2991700172424316,-78.12079620361328,3452,-5,"U","America/Guayaquil","airport","OurAirports"
2681,"General Manuel Serrano Airport","Machala","Ecuador","MCH","SEMH",-3.2689,-79.961601,11,-5,"U","America/Guayaquil","airport","OurAirports"
2682,"El Carmen Airport","Montalvo","Ecuador",\N,"SEMO",-2.067009925842285,-76.97570037841797,960,-5,"U","America/Guayaquil","airport","OurAirports"
2683,"Eloy Alfaro International Airport","Manta","Ecuador","MEC","SEMT",-0.9460780024528503,-80.67880249023438,48,-5,"U","America/Guayaquil","airport","OurAirports"
2684,"Maragrosa Airport","Maragrosa","Ecuador",\N,"SEMX",-2.851099967956543,-79.80359649658203,18,-5,"U","America/Guayaquil","airport","OurAirports"
2685,"Amable Calle Gutierrez Airport","Pasaje","Ecuador",\N,"SEPS",-3.3196699619293213,-79.76920318603516,22,-5,"U","America/Guayaquil","airport","OurAirports"
2686,"Reales Tamarindos Airport","Portoviejo","Ecuador","PVO","SEPV",-1.0416500568389893,-80.47219848632812,130,-5,"U","America/Guayaquil","airport","OurAirports"
2687,"Quevedo Airport","Quevedo","Ecuador",\N,"SEQE",-0.9894000291824341,-79.46510314941406,350,-5,"U","America/Guayaquil","airport","OurAirports"
2688,"Mariscal Sucre International Airport","Quito","Ecuador","UIO","SEQM",-0.129166666667,-78.3575,7841,-5,"U","America/Guayaquil","airport","OurAirports"
2689,"Chimborazo Airport","Riobamba","Ecuador",\N,"SERB",-1.6534299850463867,-78.65609741210938,9151,-5,"U","America/Guayaquil","airport","OurAirports"
2690,"Santa Rosa International Airport","Santa Rosa","Ecuador","ETR","SERO",-3.441986,-79.996957,20,-5,"U","America/Guayaquil","airport","OurAirports"
2691,"General Ulpiano Paez Airport","Salinas","Ecuador","SNC","SESA",-2.20499,-80.988899,18,-5,"U","America/Guayaquil","airport","OurAirports"
2692,"Santo Domingo de Los Colorados Airport","Santo Domingo","Ecuador",\N,"SESD",-0.2482219934463501,-79.21440124511719,1714,-5,"U","America/Guayaquil","airport","OurAirports"
2694,"Taura Airport","Taura","Ecuador",\N,"SETA",-2.261039972305298,-79.6801986694336,56,-5,"U","America/Guayaquil","airport","OurAirports"
2695,"Mayor Galo Torres Airport","Tena","Ecuador",\N,"SETE",-0.9867669939994812,-77.81950378417969,1708,-5,"U","America/Guayaquil","airport","OurAirports"
2696,"Tarapoa Airport","Tarapoa","Ecuador","TPC","SETR",-0.12295600026845932,-76.33779907226562,814,-5,"U","America/Guayaquil","airport","OurAirports"
2697,"Teniente Coronel Luis a Mantilla Airport","Tulcan","Ecuador","TUA","SETU",0.8095059990882874,-77.70809936523438,9649,-5,"U","America/Guayaquil","airport","OurAirports"
2699,"Silvio Pettirossi International Airport","Asuncion","Paraguay","ASU","SGAS",-25.239999771118164,-57.52000045776367,292,-4,"S","America/Asuncion","airport","OurAirports"
2700,"Juan De Ayolas Airport","Ayolas","Paraguay","AYO","SGAY",-27.370554,-56.854064,223,-4,"S","America/Asuncion","airport","OurAirports"
2701,"Teniente Col Carmelo Peralta Airport","Conception","Paraguay","CIO","SGCO",-23.442363,-57.427253,253,-4,"S","America/Asuncion","airport","OurAirports"
2702,"Itaipú Airport","Itaipu","Paraguay",\N,"SGIB",-25.407519,-54.619377,762,-4,"S","America/Asuncion","airport","OurAirports"
2703,"Dr. Luis Maria Argaña International Airport","Mariscal Estigarribia","Paraguay","ESG","SGME",-22.049999237060547,-60.619998931884766,553,-4,"S","America/Asuncion","airport","OurAirports"
2704,"Carlos Miguel Gimenez Airport","Pilar","Paraguay","PIL","SGPI",-26.881224,-58.318026,249,-4,"S","America/Asuncion","airport","OurAirports"
2705,"El Eden Airport","Armenia","Colombia","AXM","SKAR",4.45278,-75.7664,3990,-5,"U","America/Bogota","airport","OurAirports"
2706,"Tres De Mayo Airport","Puerto Asis","Colombia","PUU","SKAS",0.505228,-76.5008,815,-5,"U","America/Bogota","airport","OurAirports"
2707,"Las Flores Airport","El Banco","Colombia","ELB","SKBC",9.04554,-73.9749,111,-5,"U","America/Bogota","airport","OurAirports"
2708,"Palonegro Airport","Bucaramanga","Colombia","BGA","SKBG",7.1265,-73.1848,3897,-5,"U","America/Bogota","airport","OurAirports"
2709,"El Dorado International Airport","Bogota","Colombia","BOG","SKBO",4.70159,-74.1469,8361,-5,"U","America/Bogota","airport","OurAirports"
2710,"Ernesto Cortissoz International Airport","Barranquilla","Colombia","BAQ","SKBQ",10.8896,-74.7808,98,-5,"U","America/Bogota","airport","OurAirports"
2711,"José Celestino Mutis Airport","Bahia Solano","Colombia","BSC","SKBS",6.20292,-77.3947,80,-5,"U","America/Bogota","airport","OurAirports"
2712,"Gerardo Tobar López Airport","Buenaventura","Colombia","BUN","SKBU",3.81963,-76.9898,48,-5,"U","America/Bogota","airport","OurAirports"
2713,"Camilo Daza International Airport","Cucuta","Colombia","CUC","SKCC",7.92757,-72.5115,1096,-5,"U","America/Bogota","airport","OurAirports"
2714,"Rafael Nuñez International Airport","Cartagena","Colombia","CTG","SKCG",10.4424,-75.513,4,-5,"U","America/Bogota","airport","OurAirports"
2715,"Alfonso Bonilla Aragon International Airport","Cali","Colombia","CLO","SKCL",3.54322,-76.3816,3162,-5,"U","America/Bogota","airport","OurAirports"
2716,"La Florida Airport","Tumaco","Colombia","TCO","SKCO",1.81442,-78.7492,8,-5,"U","America/Bogota","airport","OurAirports"
2717,"Las Brujas Airport","Corozal","Colombia","CZU","SKCZ",9.33274,-75.2856,528,-5,"U","America/Bogota","airport","OurAirports"
2718,"Yariguíes Airport","Barrancabermeja","Colombia","EJA","SKEJ",7.02433,-73.8068,412,-5,"U","America/Bogota","airport","OurAirports"
2719,"Gustavo Artunduaga Paredes Airport","Florencia","Colombia","FLA","SKFL",1.58919,-75.5644,803,-5,"U","America/Bogota","airport","OurAirports"
2720,"Santiago Vila Airport","Girardot","Colombia","GIR","SKGI",4.27624,-74.7967,900,-5,"U","America/Bogota","airport","OurAirports"
2722,"Juan Casiano Airport","Guapi","Colombia","GPI","SKGP",2.57013,-77.8986,164,-5,"U","America/Bogota","airport","OurAirports"
2723,"Guaymaral Airport","Guaymaral","Colombia",\N,"SKGY",4.81233,-74.0649,8390,-5,"U","America/Bogota","airport","OurAirports"
2724,"Perales Airport","Ibague","Colombia","IBE","SKIB",4.42161,-75.1333,2999,-5,"U","America/Bogota","airport","OurAirports"
2725,"San Luis Airport","Ipiales","Colombia","IPI","SKIP",0.861925,-77.6718,9765,-5,"U","America/Bogota","airport","OurAirports"
2726,"Antonio Roldan Betancourt Airport","Carepa","Colombia","APO","SKLC",7.81196,-76.7164,46,-5,"U","America/Bogota","airport","OurAirports"
2727,"Jorge Isaac Airport","La Mina","Colombia","MCJ","SKLM",11.2325,-72.4901,281,-5,"U","America/Bogota","airport","OurAirports"
2728,"Alfredo Vásquez Cobo International Airport","Leticia","Colombia","LET","SKLT",-4.19355,-69.9432,277,-5,"U","America/Bogota","airport","OurAirports"
2729,"Enrique Olaya Herrera Airport","Medellin","Colombia","EOH","SKMD",6.220549,-75.590582,4949,-5,"U","America/Bogota","airport","OurAirports"
2730,"Baracoa Airport","Magangue","Colombia","MGN","SKMG",9.28474,-74.8461,178,-5,"U","America/Bogota","airport","OurAirports"
2731,"Los Garzones Airport","Monteria","Colombia","MTR","SKMR",8.82374,-75.8258,36,-5,"U","America/Bogota","airport","OurAirports"
2732,"Fabio Alberto Leon Bentley Airport","Mitu","Colombia","MVP","SKMU",1.25366,-70.2339,680,-5,"U","America/Bogota","airport","OurAirports"
2733,"La Nubia Airport","Manizales","Colombia","MZL","SKMZ",5.0296,-75.4647,6871,-5,"U","America/Bogota","airport","OurAirports"
2734,"Benito Salas Airport","Neiva","Colombia","NVA","SKNV",2.95015,-75.294,1464,-5,"U","America/Bogota","airport","OurAirports"
2735,"Aguas Claras Airport","Ocana","Colombia","OCV","SKOC",8.31506,-73.3583,3850,-5,"U","America/Bogota","airport","OurAirports"
2736,"Otu Airport","Otu","Colombia","OTU","SKOT",7.01037,-74.7155,2060,-5,"U","America/Bogota","airport","OurAirports"
2737,"Puerto Bolívar Airport","Puerto Bolivar","Colombia",\N,"SKPB",12.2215,-71.9848,90,-5,"U","America/Bogota","airport","OurAirports"
2738,"German Olano Airport","Puerto Carreno","Colombia","PCR","SKPC",6.18472,-67.4932,177,-5,"U","America/Bogota","airport","OurAirports"
2739,"Matecaña International Airport","Pereira","Colombia","PEI","SKPE",4.81267,-75.7395,4416,-5,"U","America/Bogota","airport","OurAirports"
2740,"Pitalito Airport","Pitalito","Colombia","PTX","SKPI",1.85777,-76.0857,4212,-5,"U","America/Bogota","airport","OurAirports"
2741,"Guillermo León Valencia Airport","Popayan","Colombia","PPN","SKPP",2.4544,-76.6093,5687,-5,"U","America/Bogota","airport","OurAirports"
2742,"Antonio Narino Airport","Pasto","Colombia","PSO","SKPS",1.39625,-77.2915,5951,-5,"U","America/Bogota","airport","OurAirports"
2743,"El Embrujo Airport","Providencia","Colombia","PVA","SKPV",13.3569,-81.3583,10,-5,"U","America/Bogota","airport","OurAirports"
2744,"Mariquita Airport","Mariquita","Colombia","MQU","SKQU",5.21256,-74.8836,1531,-5,"U","America/Bogota","airport","OurAirports"
2745,"Jose Maria Córdova International Airport","Rio Negro","Colombia","MDE","SKRG",6.16454,-75.4231,6955,-5,"U","America/Bogota","airport","OurAirports"
2746,"Almirante Padilla Airport","Rio Hacha","Colombia","RCH","SKRH",11.5262,-72.926,43,-5,"U","America/Bogota","airport","OurAirports"
2747,"Jorge E. Gonzalez Torres Airport","San Jose Del Guaviare","Colombia","SJE","SKSJ",2.57969,-72.6394,605,-5,"U","America/Bogota","airport","OurAirports"
2748,"Simón Bolívar International Airport","Santa Marta","Colombia","SMR","SKSM",11.1196,-74.2306,22,-5,"U","America/Bogota","airport","OurAirports"
2749,"Gustavo Rojas Pinilla International Airport","San Andres Island","Colombia","ADZ","SKSP",12.5836,-81.7112,19,-5,"U","America/Bogota","airport","OurAirports"
2750,"Eduardo Falla Solano Airport","San Vincente De Caguan","Colombia","SVI","SKSV",2.15217,-74.7663,920,-5,"U","America/Bogota","airport","OurAirports"
2751,"Gustavo Vargas Airport","Tame","Colombia","TME","SKTM",6.45108,-71.7603,1050,-5,"U","America/Bogota","airport","OurAirports"
2752,"Santiago Perez Airport","Arauca","Colombia","AUC","SKUC",7.06888,-70.7369,420,-5,"U","America/Bogota","airport","OurAirports"
2753,"El Caraño Airport","Quibdo","Colombia","UIB","SKUI",5.69076,-76.6412,204,-5,"U","America/Bogota","airport","OurAirports"
2754,"Heriberto Gíl Martínez Airport","Tulua","Colombia","ULQ","SKUL",4.08836,-76.2351,3132,-5,"U","America/Bogota","airport","OurAirports"
2755,"Alfonso López Pumarejo Airport","Valledupar","Colombia","VUP","SKVP",10.435,-73.2495,483,-5,"U","America/Bogota","airport","OurAirports"
2756,"Vanguardia Airport","Villavicencio","Colombia","VVC","SKVV",4.16787,-73.6138,1394,-5,"U","America/Bogota","airport","OurAirports"
